,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
112,10859,"DEUTCH, THEODORE ELIOT",FL,22.0,DEM,2018,0.635026202,37.5,REP,0.589088804,1,0.23446999999999998,1.0,0.49,False,4.0,62353.0,181,86.5,71.57143,1127912.48,965238.49
113,10863,"KAUFMAN, JOSEPH 'JOE'",FL,23.0,REP,2018,0.6643282389999999,38.1,REP,0.405243741,0,0.27884000000000003,1.0,0.49,True,,66872.0,11,44.7,71.7,62533.26,56264.15
114,10869,"DE LA FUENTE, RICARDO",FL,24.0,DEM,2018,0.6643282389999999,18.9,REP,1.0,0,0.56305,1.0,0.49,False,4.0,41172.0,500,0.0,72.6,339352.17,190543.04
115,10872,"BARZEE FLORES, MARY",FL,25.0,DEM,2018,0.607545997,22.7,REP,0.37588820799999995,0,0.0959,0.0,0.49,False,0.0,50120.0,500,100.0,73.2,1791698.2,1389490.15
116,10879,"CURBELO, CARLOS MR.",FL,26.0,REP,2018,0.6437478729999999,25.1,REP,0.529623525,1,0.1821,1.0,0.49,True,3.0,56496.0,76,84.0,73.81429,4409291.89,2882441.01
117,10904,"ADADI, ELIZABETH",FL,27.0,REP,2018,0.651410799,37.4,REP,0.549101844,0,0.14015999999999998,0.0,0.49,True,,56183.0,12,0.0,73.81429,1195581.6,813184.1
118,10907,"BRIDGES, ADAM WAYNE",GA,1.0,DEM,2018,0.413757717,25.1,REP,0.0,0,0.36604000000000003,1.0,0.5,False,0.0,51223.0,36,0.0,73.1,164793.05,159450.41
119,10915,"BISHOP, SANFORD D",GA,2.0,DEM,2018,0.5337123460000001,17.3,REP,0.610340627,1,0.57665,1.0,0.5,False,4.0,37569.0,500,100.0,73.4,782470.65,648683.88
120,10916,"ENDERLIN, CHARLES JOSEPH JR.",GA,3.0,DEM,2018,0.41249321,25.2,REP,0.316309067,0,0.30691,1.0,0.5,False,0.0,58949.0,23,59.9,72.96,44064.97,27600.62
121,10921,"GUILLORY, RYAN MR.",GA,4.0,DEM,2018,0.665240975,29.9,REP,0.756222803,0,0.7347199999999999,1.0,0.5,False,1.0,57349.0,25,0.0,73.8,420592.4,389876.9
122,10925,"LEWIS, JOHN R.",GA,5.0,DEM,2018,0.7750307040000001,40.1,REP,0.845936915,1,0.6803100000000001,1.0,0.5,False,0.0,51810.0,6,100.0,72.1,3077396.32,1559524.51
123,10949,"ABEL, KEVIN",GA,6.0,DEM,2018,0.687434329,59.1,REP,0.383955186,0,0.32281,1.0,0.5,False,4.0,92317.0,13,30.5,74.78421,1264534.85,558090.43
124,10960,"ALLEN, KATHLEEN",GA,7.0,DEM,2018,0.46650920799999995,39.3,REP,0.395476115,0,0.45636000000000004,0.0,0.5,False,1.0,74868.0,69,0.0,76.82857,1893485.46,1072489.53
125,10964,"ELLYSON, DANIEL",GA,8.0,REP,2018,0.398893541,19.9,REP,0.676824553,0,0.37571,1.0,0.5,True,0.0,45279.0,12,0.0,78,766553.5,556098.1
126,10966,"COLLINS, DOUGLAS ALLEN",GA,9.0,REP,2018,0.259792685,21.3,REP,1.0,1,0.12212999999999999,1.0,0.5,True,0.0,56754.0,50,100.0,78.8,1253766.85,603693.44
127,10976,"COLLINS, KELLIE",GA,10.0,DEM,2018,0.466266112,24.7,REP,0.0,0,0.31184,0.0,0.5,False,1.0,53479.0,194,0.0,79.3,18786.07,16130.3
128,10982,"BROADY, FLYNN D. JR.",GA,11.0,DEM,2018,0.562715772,39.7,REP,0.325061571,0,0.25395999999999996,1.0,0.5,False,4.0,72445.0,500,100.0,79.6,44223.66,41255.2
129,10986,"ALLEN, RICHARD W",GA,12.0,REP,2018,0.401906781,20.7,REP,0.616150636,1,0.42173999999999995,1.0,0.5,True,0.0,43177.0,16,76.0,77.6,966991.75,542611.47
130,10992,"AKINKUGBE, FEMI",GA,13.0,REP,2018,0.621909714,28.3,REP,0.0,0,0.68848,1.0,0.5,True,0.0,55682.0,500,0.0,77.5,16172.0,11847.0
131,10997,"FOSTER, STEVEN",GA,14.0,DEM,2018,0.225261342,17.1,REP,0.0,0,0.14567,1.0,0.5,False,,50132.0,19,100.0,70.8,11392.0,7783.0
133,11010,"CASE, ED",HI,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,1.0,0.32,False,3.0,80083.0,40,40.0,80,451355.39,371047.31
134,11019,"ALU CAMPAGNA, SHERYL FRANCYS",HI,2.0,DEM,2018,0.674413375,28.0,DEM,0.8110049509999999,0,0.67619,0.0,0.32,False,,75289.0,500,0.0,77.5,1279460.05,1244295.23
135,11022,"BLUM, RODNEY",IA,1.0,REP,2018,0.48109389700000005,25.5,REP,0.538965824,1,0.08967,1.0,0.44,True,4.0,57295.0,74,100.0,81.27619,2333788.98,1109725.05
136,11027,"CALIGIURI, GINNY",IA,2.0,REP,2018,0.478179069,27.6,REP,0.462977594,0,0.10462,0.0,0.44,True,0.0,54758.0,500,0.0,81.6,642118.32,523347.32
137,11031,"AXNE, CINDY",IA,3.0,DEM,2018,0.481146662,32.0,REP,0.39765997700000005,0,0.12294000000000001,0.0,0.44,False,4.0,65023.0,102,58.0,81.4,3588066.28,2357372.53
138,11050,"DAHL, PAUL ELLIOTT",IA,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,1.0,0.44,False,,55496.0,27,0.0,80.5,1434486.17,812478.59
139,11063,"FULCHER, RUSS",ID,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,1.0,0.56,True,4.0,53561.0,500,43.1,82.07143,800373.3,690249.25
140,11071,"RICKARDS, PETER DR DPM",ID,2.0,DEM,2018,0.343722507,28.1,REP,0.293176008,0,0.09679,1.0,0.56,False,,51307.0,55,0.0,83.6,114885.58,92711.22
141,11079,"BROOKINS, HOWARD",IL,1.0,DEM,2018,0.750622585,27.4,REP,0.734312855,0,0.58201,1.0,0.37,False,4.0,50744.0,188,0.0,83.6,337575.0,274005.74
142,11083,"HARMON, PATRICK",IL,2.0,REP,2018,0.744719672,22.3,REP,0.204144847,0,0.63673,1.0,0.37,True,4.0,50391.0,37,0.0,84.3,0.0,0.0
143,11088,"JONES, ARTHUR J.",IL,3.0,REP,2018,0.7258853359999999,26.4,REP,0.0,0,0.2472,1.0,0.37,True,0.0,65230.0,127,100.0,83,0.0,0.0
144,11092,"FLORES, SOL",IL,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621000000000004,0.0,0.37,False,0.0,53955.0,500,0.0,83.9,772886.98,734023.02
145,11105,"HANSON, TOM",IL,5.0,REP,2018,0.7481162640000001,52.3,REP,0.277564504,0,0.2003,1.0,0.37,True,0.0,82210.0,20,100.0,83.69333,0.0,0.0
146,11108,"CASTEN, SEAN",IL,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,1.0,0.37,False,0.0,98889.0,39,29.9,84.1,4664016.73,3271603.78
147,11123,"CAMERON, CRAIG",IL,7.0,REP,2018,0.7805153220000001,39.7,REP,0.159970206,0,0.61382,1.0,0.37,True,4.0,58444.0,56,56.7,84.9,0.0,0.0
148,11129,"DIGANVKER, JITENDRA JD",IL,8.0,REP,2018,0.734596204,33.0,REP,0.419259271,0,0.34399,1.0,0.37,True,0.0,69386.0,500,100.0,77.24737,35817.77,37330.97
149,11135,"ELLESON, JOHN D",IL,9.0,REP,2018,0.7805153220000001,52.1,REP,0.341948772,0,0.28051,1.0,0.37,True,4.0,70552.0,6,40.5,70.32381,47506.98,39802.1
150,11138,"BENNETT, DOUGLAS R 1963",IL,10.0,REP,2018,0.760003751,43.7,REP,0.47521038,0,0.30706999999999995,1.0,0.37,True,4.0,80229.0,50,35.6,64.9,251250.0,207912.45
151,11143,"FOSTER, G. WILLIAM (BILL)",IL,11.0,DEM,2018,0.71148254,34.8,REP,0.598505814,1,0.34444,1.0,0.37,False,0.0,75446.0,500,100.0,64.4,2295388.01,1373099.41
152,11155,"BEQUETTE, DAVID ALLAN",IL,12.0,DEM,2018,0.416049425,22.1,REP,0.397029195,0,0.22525,1.0,0.37,False,0.0,48570.0,4,0.0,63.7,2877041.62,2672599.55
153,11156,"DAVIS, RODNEY L",IL,13.0,REP,2018,0.441248153,30.0,REP,0.597304963,1,0.18922,1.0,0.37,True,0.0,51129.0,74,100.0,64.8,3069846.18,2207359.26
154,11164,"BROLLEY, MATT",IL,14.0,DEM,2018,0.5559875479999999,39.6,REP,0.404310251,0,0.13385999999999998,1.0,0.37,False,0.0,92461.0,500,0.0,64.2,3183659.96,1493209.89
155,11171,"GAITHER, KEVIN",IL,15.0,DEM,2018,0.353923728,18.9,REP,0.0,0,0.07435,1.0,0.37,False,0.0,52527.0,13,62.1,64.7,43518.72,39715.34
156,11184,"ARROYAVE, NATHAN",IL,16.0,DEM,2018,0.478882641,21.8,REP,0.0,0,0.09987,1.0,0.37,False,0.0,60326.0,49,0.0,64.51333,309796.65,313288.22
157,11189,"BUSTOS, CHERI",IL,17.0,DEM,2018,0.464923235,18.3,REP,0.6014576220000001,1,0.17572000000000002,0.0,0.37,False,0.0,48036.0,500,100.0,66.1,3413719.13,2694959.62
158,11195,"DETERS, BRIAN",IL,18.0,DEM,2018,0.40573811200000004,31.7,REP,0.277959715,0,0.094,1.0,0.37,False,,65048.0,8,0.0,65,58569.95,59963.0
159,11202,"BELKO, JEREMY D.",IN,1.0,REP,2018,0.55408011,21.8,REP,0.0,0,0.30280999999999997,1.0,0.5,True,0.0,56293.0,26,0.0,79.3,0.0,0.0
160,11208,"BUSH, AARON MICHAEL",IN,2.0,DEM,2018,0.379473881,21.0,REP,0.369160396,0,0.1359,1.0,0.5,False,4.0,53440.0,35,0.0,79.2,3013274.13,2347900.03
161,11218,"BANKS, JAMES E",IN,3.0,REP,2018,0.311214767,22.3,REP,0.701330749,1,0.12491,1.0,0.5,True,4.0,53197.0,5,100.0,79.6,903042.02,806677.43
162,11228,"BAIRD, JAMES R PHD",IN,4.0,REP,2018,0.315201958,24.7,REP,0.645999271,0,0.11256,1.0,0.5,True,0.0,56721.0,5,36.6,79.8,494439.82,325369.15
163,11235,"BROOKS, SUSAN MRS.",IN,5.0,REP,2018,0.500504539,43.6,REP,0.614533112,1,0.16304000000000002,0.0,0.5,True,0.0,71573.0,27,100.0,80.2,1286033.96,1109612.57
164,11252,"CAMPBELL, MIKE",IN,6.0,REP,2018,0.288093905,19.8,REP,0.691470545,0,0.06856,1.0,0.5,True,4.0,52636.0,1,0.0,80,2273508.41,1919168.63
165,11269,"CARSON, ANDRE",IN,7.0,DEM,2018,0.620284112,22.3,REP,0.599708098,1,0.38832,1.0,0.5,False,4.0,42630.0,133,87.9,80,857567.22,724354.55
166,11275,"BUCSHON, LARRY D.",IN,8.0,REP,2018,0.323344543,19.9,REP,0.6372766529999999,1,0.08394,1.0,0.5,True,4.0,50666.0,58,59.7,81.4,875943.05,888972.81
167,11281,"ALSPACH, JAMES DEAN",IN,9.0,REP,2018,0.35346906200000006,25.2,REP,0.541440676,0,0.08709,1.0,0.5,True,,54504.0,5,0.0,81,1351581.66,761055.66
168,11289,"HUELSKAMP, TIMOTHY A REP.",KS,1.0,REP,2018,0.25946855399999996,23.9,REP,0.662391696,0,0.10280999999999998,1.0,0.5,True,4.0,49380.0,21,0.0,80.3,1188778.4,455823.94
169,11297,"BEVENS, MATTHEW RYAN",KS,2.0,REP,2018,0.39769930700000006,27.7,REP,0.610936684,0,0.12737,1.0,0.5,True,1.0,53483.0,10,0.0,80.00667,890749.03,739255.64
170,11312,"DAVIDS, SHARICE",KS,3.0,DEM,2018,0.501054117,45.6,REP,0.40612942,0,0.19462000000000002,0.0,0.5,False,4.0,74120.0,500,37.3,81.4,3125456.0,2083810.33
171,11326,"ASHBY, JOSEPH",KS,4.0,REP,2018,0.35289264200000003,28.2,REP,0.60971023,0,0.18983,1.0,0.5,True,,53657.0,11,0.0,80.5,1618458.96,1044356.64
172,11331,"COMER, JAMES",KY,1.0,REP,2018,0.24849938,15.9,REP,0.7264177159999999,1,0.11125,1.0,0.56,True,0.0,41930.0,5,100.0,76.15714,677241.95,266617.88
173,11336,"GUTHRIE, S. BRETT HON.",KY,2.0,REP,2018,0.288996164,19.5,REP,1.0,1,0.10844000000000001,1.0,0.56,True,0.0,50289.0,500,100.0,74.5,1805232.14,1247290.37
174,11338,"CRAVEN , MIKE",KY,3.0,REP,2018,0.570333887,31.0,REP,0.36500704100000003,0,0.28978000000000004,1.0,0.56,True,0.0,53677.0,500,0.0,74,675823.26,267405.17
175,11348,"HALL, SETH BLANE 1962",KY,4.0,DEM,2018,0.442237007,26.6,REP,0.28679272899999997,0,0.08354,1.0,0.56,False,0.0,62095.0,160,40.8,74.2,48972.67,21317.53
176,11351,"ROGERS, HAROLD DALLAS",KY,5.0,REP,2018,0.187950213,12.5,REP,1.0,1,0.034730000000000004,1.0,0.56,True,4.0,31731.0,152,84.2,74.1,779161.99,803435.17
177,11357,"BARR, GARLAND ANDY",KY,6.0,REP,2018,0.413200506,30.3,REP,0.610889943,1,0.14895,1.0,0.56,True,,52156.0,500,83.8,74.7,4356576.11,3535401.11
178,11366,"DUGAS, LEE ANN MS",LA,1.0,DEM,2018,0.45828867700000003,29.1,DEM,0.195141738,0,0.2306,0.0,0.58,False,4.0,58199.0,131,0.0,75.06667,0.0,0.0
179,11369,"RICHMOND, CEDRIC L.",LA,2.0,DEM,2018,0.556966003,22.5,DEM,1.0,1,0.69194,1.0,0.58,False,0.0,37340.0,500,0.0,76.4,1431515.57,953093.46
180,11379,"ANDERSON, ROBERT JON",LA,3.0,DEM,2018,0.317554508,20.2,DEM,0.175480529,0,0.29951,1.0,0.58,False,0.0,47741.0,7,0.0,75.5,0.0,0.0
181,11380,"JOHNSON, JAMES MICHAEL",LA,4.0,REP,2018,0.38131307,19.6,DEM,0.698483937,1,0.39366,1.0,0.58,True,0.0,37102.0,5,0.0,75.79474,1099195.1,677261.97
182,11382,"ABRAHAM, RALPH LEE DR. JR.",LA,5.0,REP,2018,0.35294227,17.2,DEM,1.0,1,0.39145,1.0,0.58,True,4.0,37415.0,171,0.0,75.76667,781255.1,512040.81
183,11387,"DEWITT, JASON",LA,6.0,DEM,2018,0.401088877,28.5,DEM,0.23914843,0,0.29248,1.0,0.58,False,,62374.0,3,0.0,75.5,8986.7,6950.72
184,11389,"AMATUL-WADUD, TAHIRAH",MA,1.0,DEM,2018,0.6038245870000001,28.8,REP,0.73376462,0,0.15292,0.0,0.35,False,0.0,55465.0,500,0.0,76.1,3063543.27,2933227.92
185,11395,"KURTZ, JEREMY",MA,2.0,REP,2018,0.612250768,37.3,REP,0.0,0,0.17196,1.0,0.35,True,4.0,67531.0,26,0.0,76.7,34001.81,28846.57
186,11399,"BALLINGER, JEFFREY",MA,3.0,DEM,2018,0.6469370320000001,36.8,REP,0.6867862490000001,0,0.19354000000000002,1.0,0.35,False,0.0,75654.0,15,0.0,76.36667,1701591.57,1508441.78
187,11418,"KENNEDY, JOSEPH P III",MA,4.0,DEM,2018,0.626817809,49.5,REP,0.700224517,1,0.14585,1.0,0.35,False,0.0,100742.0,11,93.4,76.4,4080789.95,2459532.85
188,11422,"CLARK, KATHERINE",MA,5.0,DEM,2018,0.6927767029999999,55.1,REP,1.0,1,0.24295,0.0,0.35,False,0.0,98775.0,55,100.0,75.5,1137916.84,865020.84
189,11429,"HERNANDEZ, CARLOS ARMANDO",MA,6.0,REP,2018,0.6759048000000001,42.6,REP,0.0,0,0.14042000000000002,1.0,0.35,True,0.0,85951.0,76,0.0,74.23158,198390.72,141420.91
190,11431,"CAPUANO, MICHAEL E",MA,7.0,DEM,2018,0.716999536,41.7,REP,1.0,0,0.49135,1.0,0.35,False,4.0,64310.0,1,0.0,72.75238,1177374.02,1117514.65
191,11435,"LYNCH, STEPHEN",MA,8.0,DEM,2018,0.652044049,44.7,REP,0.7239968659999999,1,0.25475,1.0,0.35,False,0.0,90323.0,33,71.0,71.9,789107.39,408911.79
192,11440,"CHAPMAN, JOHN C",MA,9.0,REP,2018,0.5562116539999999,33.5,REP,0.337645963,0,0.11722,1.0,0.35,True,,71685.0,6,0.0,70.5,776954.1,562445.64
194,11444,"BROWN, MICHAEL BERNARD",MD,1.0,DEM,2018,0.474070345,30.5,REP,0.280304509,0,0.17933,1.0,0.35,False,4.0,73206.0,1,0.0,76.80667,1575031.29,824154.02
195,11458,"MATORY, LIZ",MD,2.0,REP,2018,0.623371644,30.7,REP,0.332543789,0,0.47561000000000003,0.0,0.35,True,0.0,68204.0,500,42.0,80.5,28919.42,25570.56
196,11468,ADAM DAVIDSON DEMARCO,MD,3.0,DEM,2018,0.6978512459999999,46.6,REP,0.628151471,0,0.39663000000000004,1.0,0.35,False,0.0,87732.0,500,0.0,78.9,890731.1,629090.48
197,11469,"BLACK, THEREASA MARIE",MD,4.0,DEM,2018,0.7527187329999999,32.3,REP,0.740917425,0,0.70495,0.0,0.35,False,0.0,81151.0,500,0.0,78.12105,737727.77,416665.46
198,11478,"DEVINE, WILLIAM A., III",MD,5.0,REP,2018,0.7029039309999999,34.0,REP,0.297151178,0,0.51677,1.0,0.35,True,0.0,96325.0,9,57.5,76.87619,0.0,0.0
199,11494,"DUCK, ANDREW JAMES",MD,6.0,DEM,2018,0.664377235,41.2,REP,0.5536412479999999,0,0.35385,1.0,0.35,False,0.0,79247.0,28,0.0,76.2,16510092.41,13426884.66
200,11501,"BLY, RAY",MD,7.0,REP,2018,0.702129656,37.2,REP,0.219150806,0,0.64063,1.0,0.35,True,0.0,60929.0,500,0.0,75,14828.86,11184.17
201,11516,"COOPER, BRIDGETTE L.",MD,8.0,REP,2018,0.676924069,53.8,REP,0.356466526,0,0.34325,0.0,0.35,True,,100953.0,500,0.0,76.3,0.0,0.0
202,11521,"HOLBROOK, MARK IRVING DR",ME,1.0,REP,2018,0.568406115,35.9,REP,0.42120182,0,0.058170000000000006,1.0,0.42,True,0.0,64599.0,18,100.0,75.3,84275.22,32506.04
203,11524,"CLEAVES, PHILIP J MR JR",ME,2.0,DEM,2018,0.45089527,22.5,REP,0.450844931,0,0.05294,1.0,0.42,False,,48603.0,90,0.0,76.4,3893921.65,3256131.21
204,11536,"BERGMAN, JOHN",MI,1.0,REP,2018,0.38738838,23.7,,0.553180431,1,0.07987999999999999,1.0,0.41,True,1.0,48416.0,6,100.0,71.4,1207497.08,775644.64
205,11541,"DAVIDSON, ROBERT MICHAEL DR",MI,2.0,DEM,2018,0.42919169700000004,24.5,,0.32413912899999997,0,0.15424000000000002,1.0,0.41,False,0.0,56103.0,7,100.0,74,962761.28,361795.19
206,11546,"ALBRO, CATHERINE",MI,3.0,DEM,2018,0.44741059200000005,29.9,,0.37517052,0,0.16093,0.0,0.41,False,0.0,58999.0,73,68.1,72.84,122516.61,99897.96
207,11551,"ADAMS, DION",MI,4.0,DEM,2018,0.402156295,20.8,,0.320750355,0,0.06093,1.0,0.41,False,3.0,49448.0,500,0.0,75.7,0.0,0.0
208,11555,"KILDEE, DANIEL T.",MI,5.0,DEM,2018,0.492698941,18.7,,0.6117593929999999,1,0.22921,1.0,0.41,False,3.0,44383.0,12,100.0,74,1083176.06,931224.0
209,11560,"BENAC, DAVID T DR II",MI,6.0,DEM,2018,0.45514750000000004,26.7,,0.364380555,0,0.15319000000000002,1.0,0.41,False,0.0,53414.0,4,0.0,73.86842,1094068.37,924943.02
210,11567,"DRISKELL, GRETCHEN",MI,7.0,DEM,2018,0.521380525,23.3,,0.40071272700000005,0,0.08838,0.0,0.41,False,4.0,58899.0,500,85.2,73.18571,2038026.29,844977.71
211,11568,"BISHOP, MIKE",MI,8.0,REP,2018,0.533796321,39.4,,0.560365079,1,0.14848,1.0,0.41,True,0.0,71702.0,1,92.3,72.8,2950167.11,1773015.09
212,11579,"BIEDA, STEVEN",MI,9.0,DEM,2018,0.502670686,29.3,,0.5791105910000001,0,0.22346,1.0,0.41,False,0.0,58742.0,19,0.0,72.9,1251739.35,1149715.69
213,11584,"ACCAVITTI, FRANK JR",MI,10.0,DEM,2018,0.40051053200000003,22.6,,0.323414789,0,0.0758,1.0,0.41,False,4.0,63156.0,65,0.0,71.7,49779.74,24423.26
214,11598,"BENTIVOLIO, KERRY",MI,11.0,REP,2018,0.624688747,45.8,,0.529392688,0,0.18963,0.0,0.41,True,4.0,82545.0,175,0.0,72.1,2092219.89,1728986.23
215,11606,"DINGELL, DEBBIE",MI,12.0,DEM,2018,0.698535175,33.2,,0.643506117,1,0.21316999999999997,0.0,0.41,False,4.0,57034.0,61,0.0,72,1051646.3,1060451.05
216,11613,"CONYERS, IAN",MI,13.0,DEM,2018,0.694038376,14.5,,0.7701047520000001,0,0.615,1.0,0.41,False,4.0,35365.0,155,0.0,71.8,1328003.4,1272637.7
217,11624,"HERSCHFUS, MARC S",MI,14.0,REP,2018,0.624688747,30.0,,0.186804038,0,0.6601199999999999,1.0,0.41,True,,46500.0,89,100.0,71.88667,0.0,0.0
218,11634,"AUSTINSON, JOHN WAYNE",MN,1.0,DEM,2018,0.426800765,27.3,REP,0.503797642,0,0.10046000000000001,1.0,0.4,False,4.0,61310.0,6,0.0,71.82632,3120039.91,1672155.99
219,11640,"CRAIG, ANGELA DAWN",MN,2.0,DEM,2018,0.493043577,37.9,REP,0.451609154,0,0.1611,0.0,0.4,False,4.0,81885.0,7,100.0,70.22381,4207268.64,2444044.02
220,11647,"JENNINGS, ADAM THOMAS",MN,3.0,DEM,2018,0.6261991929999999,47.8,REP,0.431385144,0,0.19779000000000002,1.0,0.4,False,4.0,89442.0,36,0.0,69.7,3996749.79,3728226.34
221,11648,"MOGHUL, FASIL",MN,4.0,DEM,2018,0.644026243,42.6,REP,0.577848907,0,0.29415,1.0,0.4,False,4.0,68684.0,500,0.0,68,799824.5,710382.78
222,11657,"ABDULAHI, JAMAL MR.",MN,5.0,DEM,2018,0.657204565,44.0,REP,0.691681241,0,0.34663,1.0,0.4,False,4.0,63202.0,500,0.0,68.3,721343.43,559696.49
