"SHEIN, DIMITRI",AK,0,DEM,2018,23.1
"YOUNG, DONALD E",AK,0,REP,2018,70.9
"KENNEDY, ROBERT JR.",AL,1,DEM,2018,80.8
"BYRNE, BRADLEY ROBERTS",AL,1,REP,2018,100
"ISNER, TABITHA KAY",AL,2,DEM,2018,60.4
"BRIGHT, BOBBY NEAL SR.",AL,2,REP,2018,28.1
"HAGAN, MALLORY",AL,3,DEM,2018,65.8
"ROGERS, MICHAEL",AL,3,REP,2018,100
"ADERHOLT, ROBERT B. REP.",AL,4,REP,2018,81.5
"AUMAN, JAMES LEE",AL,4,DEM,2018,54.1
"JOFFRION, PETER S.",AL,5,DEM,2018,100
"BROOKS, MO",AL,5,REP,2018,61.3
"KLINE, DANNER",AL,6,DEM,2018,100
"PALMER, GARY",AL,6,REP,2018,100
"SEWELL, TERRI A.",AL,7,DEM,2018,100
"CRAWFORD, ERIC ALAN RICK",AR,1,REP,2018,100
"DESAI, CHINTAN",AR,1,DEM,2018,100
"TUCKER, EVERETT CLARKE IV",AR,2,DEM,2018,57.8
"HILL, JAMES FRENCH",AR,2,REP,2018,100
"MAHONY, JOSH",AR,3,DEM,2018,100
"WOMACK, STEVE",AR,3,REP,2018,83.8
"WESTERMAN, BRUCE",AR,4,REP,2018,79.9
"SHAMEL, HAYDEN CATHERINE",AR,4,DEM,2018,100
"O'HALLERAN, TOM",AZ,1,DEM,2018,100
"ROGERS, WENDY",AZ,1,REP,2018,43.7
"SHEDD, TIFFANY",AZ,1,REP,2018,18.5
"KIRKPATRICK, ANN",AZ,2,DEM,2018,41.4
"MARQUEZ PETERSON, LEA",AZ,2,REP,2018,33.6
"PIERSON, JOE NICOLAS",AZ,3,REP,2018,51.5
"GRIJALVA, RAUL M",AZ,3,DEM,2018,100
"BRILL, DAVID H",AZ,4,DEM,2018,53
"GOSAR, PAUL DR.",AZ,4,REP,2018,100
"GREENE, JOAN",AZ,5,DEM,2018,60
"MALIK, ANITA",AZ,6,DEM,2018,40.6
"SCHWEIKERT, DAVID",AZ,6,REP,2018,100
"GALLEGO, RUBEN",AZ,7,DEM,2018,74.4
"MIRANDA, CATHERINE",AZ,7,DEM,2018,25.6
"LESKO, DEBBIE",AZ,8,REP,2018,77.2
"TIPIRNENI, HIRAL",AZ,8,DEM,2018,100
"DOWLING, SANDRA ELAINE DR",AZ,8,REP,2018,22.8
"FERRARA, STEVE MD",AZ,9,REP,2018,58.9
"DENNEY, AUDREY",CA,1,DEM,2018,17.2
"LAMALFA, DOUG",CA,1,REP,2018,52.5
"MENSING, DALE KENNETH",CA,2,REP,2018,23.1
"HUFFMAN, JARED",CA,2,DEM,2018,70.7
"GARAMENDI, JOHN",CA,3,DEM,2018,53.6
"SCHAUPP, CHARLES EUGENE",CA,3,REP,2018,42.2
"MORSE, JESSICA",CA,4,DEM,2018,20.1
"MCCLINTOCK, THOMAS",CA,4,REP,2018,52.4
"THOMPSON, MIKE MR.",CA,5,DEM,2018,79.1
"JEFFERSON, JRMAR",CA,6,DEM,2018,100
"GRANT, ANDREW",CA,7,REP,2018,32.6
"BERA, AMERISH",CA,7,DEM,2018,51.7
"DOYLE, MARGE",CA,8,DEM,2018,21.5
"COOK, PAUL",CA,8,REP,2018,41.4
"MCNERNEY, GERALD MARK",CA,9,DEM,2018,53.6
"LIVENGOOD, MARLA",CA,9,REP,2018,40.6
"HARDER, JOSH",CA,10,DEM,2018,16.7
"DENHAM, JEFF",CA,10,REP,2018,37.8
"DESAULNIER, MARK",CA,11,DEM,2018,67.8
"FITZGERALD, JOHN",CA,11,REP,2018,24
"REMMER, LISA",CA,12,REP,2018,9.5
"PELOSI, NANCY",CA,12,DEM,2018,68.8
"LEE, BARBARA",CA,13,DEM,2018,100
"SPEIER, JACKIE",CA,14,DEM,2018,100
"OSMENA, CRISTINA",CA,14,REP,2018,100
"PETERS, RUDY PETERS",CA,15,REP,2018,27.5
"SWALWELL, ERIC MICHAEL",CA,15,DEM,2018,69.3
"COSTA, JIM",CA,16,DEM,2018,100
"HENG, ELIZABETH",CA,16,REP,2018,100
"COHEN, RONALD H",CA,17,REP,2018,23.9
"KHANNA, ROHIT",CA,17,DEM,2018,60.5
"ESHOO, ANNA G",CA,18,DEM,2018,72.4
"RUSSELL, CHRISTINE",CA,18,REP,2018,24.5
"LOFGREN, ZOE",CA,19,DEM,2018,100
"PANETTA, JIMMY",CA,20,DEM,2018,80.1
"COX, TERRANCE JOHN (TJ)",CA,21,DEM,2018,100
"VALADAO, DAVID",CA,21,REP,2018,100
"COX, TJ",CA,21,DEM,2018,100
"NUNES, DEVIN GERALD",CA,22,REP,2018,58.1
"JANZ, ANDREW",CA,22,DEM,2018,31.9
"MCCARTHY, KEVIN",CA,23,REP,2018,69.8
"MATTA, TATIANA",CA,23,DEM,2018,11.7
"FAREED, JUSTIN",CA,24,REP,2018,36.7
"CARBAJAL, SALUD",CA,24,DEM,2018,53.3
"KNIGHT, STEVE",CA,25,REP,2018,52.9
"HILL, KATHERINE LAUREN",CA,25,DEM,2018,20.3
"SABATO, ANTONIO",CA,26,REP,2018,22.4
"BROWNLEY, JULIA",CA,26,DEM,2018,53.9
"CHU, JUDY",CA,27,DEM,2018,100
"NALBANDIAN, JOHNNY",CA,28,REP,2018,22.2
"SCHIFF, ADAM",CA,28,DEM,2018,72.2
"CARDENAS, TONY",CA,29,DEM,2018,66.8
"BERNAL, BENITO BENNY",CA,29,REP,2018,18
"REED, MARK",CA,30,REP,2018,28.6
"SHERMAN, BRAD",CA,30,DEM,2018,61.5
"AGUILAR, PETE",CA,31,DEM,2018,46
"FLYNN, SEAN",CA,31,REP,2018,45.4
"NAPOLITANO, GRACE",CA,32,DEM,2018,100
"LIEU, TED",CA,33,DEM,2018,60.7
"WRIGHT, KENNETH",CA,33,REP,2018,31.5
"GOMEZ, JIMMY",CA,34,DEM,2018,79.5
"TORRES, NORMA",CA,35,DEM,2018,50.6
"VALIENTE, CHRISTIAN",CA,35,REP,2018,35.1
"RUIZ, RAUL DR",CA,36,DEM,2018,54.7
"PELZER, KIMBERLIN BROWN",CA,36,REP,2018,23.1
"BASS, KAREN",CA,37,DEM,2018,100
"BASSILIAN, RON",CA,37,REP,2018,100
"DOWNING, RYAN",CA,38,REP,2018,100
"SANCHEZ, LINDA",CA,38,DEM,2018,100
"SAREGA, ANDREW",CA,39,REP,2018,0.6
"CISNEROS, GILBERT",CA,39,DEM,2018,19.1
"KIM, YOUNG",CA,39,REP,2018,21.7
"ROYBAL-ALLARD, LUCILLE",CA,40,DEM,2018,100
"SMITH, AJA",CA,41,REP,2018,100
"TAKANO, MARK",CA,41,DEM,2018,100
"CALVERT, KENNETH S",CA,42,REP,2018,61.8
"PEACOCK, JULIA",CA,42,DEM,2018,25.6
"NAVARRO, OMAR",CA,43,REP,2018,14.8
"WATERS, MAXINE",CA,43,DEM,2018,71.5
"BARRAGAN, NANETTE",CA,44,DEM,2018,65.9
"SAAVEDRA, JAZMINA",CA,44,REP,2018,10.1
"DASH, STACEY",CA,44,REP,2018,7.3
"WALTERS, MIMI",CA,45,REP,2018,52.6
"PORTER, KATHERINE",CA,45,DEM,2018,20
"LAMBERT, RUSSELL RENE",CA,46,REP,2018,35
"CORREA, JOSE",CA,46,DEM,2018,59.8
"BRISCOE, JOHN",CA,47,REP,2018,22.1
"LOWENTHAL, ALAN",CA,47,DEM,2018,59.7
"ROHRABACHER, DANA",CA,48,REP,2018,30.5
"LEVIN, MIKE",CA,49,DEM,2018,17.5
"HARKEY, DIANE",CA,49,REP,2018,25.6
"HUNTER, DUNCAN D",CA,50,REP,2018,48.2
"CAMPA-NAJJAR, AMMAR",CA,50,DEM,2018,16.9
"VARGAS, JUAN CARLOS",CA,51,DEM,2018,63.7
"PETERS, SCOTT",CA,52,DEM,2018,58.5
"QUDRAT, OMAR",CA,52,REP,2018,15.2
"DAVIS, SUSAN A",CA,53,DEM,2018,64.1
"STOCKHAM, CHARLES (CASPER) WESLEY",CO,1,REP,2018,100
"DEGETTE, DIANA L.",CO,1,DEM,2018,68.3
"NEGUSE, JOSEPH",CO,2,DEM,2018,65.8
"YU, PETER",CO,2,REP,2018,100
"MITSCH BUSH, DIANE MS.",CO,3,DEM,2018,64
"TIPTON, SCOTT R.",CO,3,REP,2018,100
"BUCK, KENNETH R",CO,4,REP,2018,100
"MCCORMICK, KAREN A DVM",CO,4,DEM,2018,64.6
"SPAULDING, STEPHANY ROSE",CO,5,DEM,2018,100
"LAMBORN, DOUGLAS",CO,5,REP,2018,52.2
"COFFMAN, MIKE REP.",CO,6,REP,2018,100
"CROW, JASON",CO,6,DEM,2018,66
"BARRINGTON, MARK",CO,7,REP,2018,100
"PERLMUTTER, EDWIN G",CO,7,DEM,2018,100
"NYE, JENNIFER T.",CT,1,REP,2018,100
"LARSON, JOHN B",CT,1,DEM,2018,100
"COURTNEY, JOSEPH D",CT,2,DEM,2018,100
"POSTEMSKI, DANNY FRANK MR JR",CT,2,REP,2018,100
"DELAURO, ROSA L",CT,3,DEM,2018,100
"CADENA JR, ANGEL LUIS",CT,3,REP,2018,100
"ARORA, HARRY",CT,4,REP,2018,100
"HIMES, JIM",CT,4,DEM,2018,100
"HAYES, JAHANA",CT,5,DEM,2018,62.2
"SANTOS, MANNY",CT,5,REP,2018,51.7
"WALKER, SCOTT",DE,0,REP,2018,53
"GAETZ, MATT",FL,1,REP,2018,64.8
"ZIMMERMAN, JENNIFER MIJARES DR.",FL,1,DEM,2018,60.5
"DUNN, NEAL PATRICK MD, FACS",FL,2,REP,2018,100
"RACKLEFF, ROBERT BRUCE",FL,2,DEM,2018,50.8
"YOHO, THEODORE SCOTT",FL,3,REP,2018,76.3
"HINSON, YVONNE HAYES MS",FL,3,DEM,2018,59.5
"SELMONT, GEORGE AUSTIN",FL,4,DEM,2018,100
"RUTHERFORD, JOHN",FL,4,REP,2018,100
"FULLER, VIRGINIA",FL,5,REP,2018,100
"LAWSON, ALFRED JR",FL,5,DEM,2018,60.3
"WALTZ, MICHAEL",FL,6,REP,2018,42.4
"SODERBERG, NANCY",FL,6,DEM,2018,55.6
"MILLER, MIKE",FL,7,REP,2018,53.9
"MURPHY, STEPHANIE",FL,7,DEM,2018,86.2
"POSEY, BILL",FL,8,REP,2018,100
"PATEL, SANJAY SOMABHAI",FL,8,DEM,2018,100
"SOTO, DARREN",FL,9,DEM,2018,66.4
"LIEBNITZKY, WAYNE",FL,9,REP,2018,100
"DEMINGS, VALDEZ VAL",FL,10,DEM,2018,75
"WEBSTER, DANIEL",FL,11,REP,2018,100
"COTTRELL, DANA",FL,11,DEM,2018,100
"HUNTER, CHRISTOPHER J.",FL,12,DEM,2018,65.3
"BILIRAKIS, GUS M",FL,12,REP,2018,100
"BUCK, GEORGE WILLIAM PHD",FL,13,REP,2018,56
"CRIST, CHARLIE JOSEPH",FL,13,DEM,2018,100
"CASTOR, KATHY",FL,14,DEM,2018,100
"CARLSON, KRISTEN",FL,15,DEM,2018,53.4
"SPANO, VINCENT ROSS",FL,15,REP,2018,44.1
"SHAPIRO, M. DAVID",FL,16,DEM,2018,54.7
"BUCHANAN, VERNON",FL,16,REP,2018,100
"FREEMAN, APRIL JUNE",FL,17,DEM,2018,77
"STEUBE, W. GREG",FL,17,REP,2018,62.4
"BAER, LAUREN",FL,18,DEM,2018,60.3
"MAST, BRIAN",FL,18,REP,2018,77.7
"HOLDEN, DAVID",FL,19,DEM,2018,67.9
"ROONEY, FRANCIS",FL,19,REP,2018,100
"HASTINGS, ALCEE L",FL,20,DEM,2018,100
"FRANKEL, LOIS J.",FL,21,DEM,2018,100
"DEUTCH, THEODORE ELIOT",FL,22,DEM,2018,86.5
"KIMAZ, NICOLAS T MR.",FL,22,REP,2018,41
"KAUFMAN, JOSEPH 'JOE'",FL,23,REP,2018,44.7
"WASSERMAN SCHULTZ, DEBBIE",FL,23,DEM,2018,100
"WILSON, FREDERICA S.",FL,24,DEM,2018,83.7
"BARZEE FLORES, MARY",FL,25,DEM,2018,100
"DIAZ-BALART, MARIO",FL,25,REP,2018,100
"CURBELO, CARLOS MR.",FL,26,REP,2018,84
"MUCARSEL-POWELL, DEBBIE",FL,26,DEM,2018,63.5
"SALAZAR, MARIA ELVIRA",FL,27,REP,2018,40.5
"SHALALA, DONNA",FL,27,DEM,2018,31.9
"CARTER, EARL LEROY",GA,1,REP,2018,100
"RING, LISA M.",GA,1,DEM,2018,67.5
"WEST, HERMAN JR.",GA,2,REP,2018,100
"BISHOP, SANFORD D",GA,2,DEM,2018,100
"ENDERLIN, CHARLES JOSEPH JR.",GA,3,DEM,2018,59.9
"FERGUSON, ANDERSON DREW IV",GA,3,REP,2018,74.4
"PROFIT, JOSEPH",GA,4,REP,2018,100
"JOHNSON, HENRY C. 'HANK",GA,4,DEM,2018,79.8
"LEWIS, JOHN R.",GA,5,DEM,2018,100
"HANDEL, KAREN CHRISTINE",GA,6,REP,2018,100
"MCBATH, LUCIA KAY MS.",GA,6,DEM,2018,36.3
"ABEL, KEVIN",GA,6,DEM,2018,30.5
"KIM, DAVID",GA,7,DEM,2018,25.9
"WOODALL, ROB REP.",GA,7,REP,2018,71.9
"BOURDEAUX, CAROLYN",GA,7,DEM,2018,27.3
"SCOTT, JAMES AUSTIN",GA,8,REP,2018,100
"COLLINS, DOUGLAS ALLEN",GA,9,REP,2018,100
"MCCALL, JOSHUA BRAXTON",GA,9,DEM,2018,52.7
"JOHNSON-GREEN, TABITHA",GA,10,DEM,2018,50.2
"HICE, JODY",GA,10,REP,2018,78.9
"LOUDERMILK, BARRY",GA,11,REP,2018,100
"BROADY, FLYNN D. JR.",GA,11,DEM,2018,100
"JOHNSON, FRANCYS",GA,12,DEM,2018,52.8
"ALLEN, RICHARD W",GA,12,REP,2018,76
"CALLAHAN, DAVID ALAN",GA,13,REP,2018,93
"SCOTT, DAVID ALBERT",GA,13,DEM,2018,100
"FOSTER, STEVEN",GA,14,DEM,2018,100
"GRAVES, TOM",GA,14,REP,2018,100
"CASE, ED",HI,1,DEM,2018,40
"CAVASSO, CAMPBELL",HI,1,REP,2018,81.8
"GABBARD, TULSI",HI,2,DEM,2018,83.6
"EVANS, BRIAN",HI,2,REP,2018,100
"BLUM, RODNEY",IA,1,REP,2018,100
"FINKENAUER, ABBY",IA,1,DEM,2018,67
"LOEBSACK, DAVID WAYNE",IA,2,DEM,2018,100
"PETERS, CHRISTOPHER",IA,2,REP,2018,100
"AXNE, CINDY",IA,3,DEM,2018,58
"YOUNG, DAVID",IA,3,REP,2018,100
"SCHOLTEN, JAMES D.",IA,4,DEM,2018,51.3
"KING, STEVE MR.",IA,4,REP,2018,74.8
"MCNEIL, CRISTINA",ID,1,DEM,2018,69.3
"FULCHER, RUSS",ID,1,REP,2018,43.1
"SIMPSON, MICHAEL",ID,2,REP,2018,100
"SWISHER, CARLTON AARON",ID,2,DEM,2018,67.6
"TILLMAN, JIMMY LEE",IL,1,REP,2018,100
"RUSH, BOBBY LEE",IL,1,DEM,2018,100
"KELLY, ROBIN",IL,2,DEM,2018,82.1
"MERKLE, DAVID",IL,2,REP,2018,36.7
"LIPINSKI, DANIEL WILLIAM WILLIAM",IL,3,DEM,2018,51.2
"JONES, ARTHUR J.",IL,3,REP,2018,100
"LORCH, MARK WAYNE",IL,4,REP,2018,100
"GARCIA, JESUS",IL,4,DEM,2018,66.4
"QUIGLEY, MIKE",IL,5,DEM,2018,62.6
"HANSON, TOM",IL,5,REP,2018,100
"CASTEN, SEAN",IL,6,DEM,2018,29.9
"ROSKAM, PETER",IL,6,REP,2018,100
"DAVIS, DANNY K",IL,7,DEM,2018,73.9
"CAMERON, CRAIG",IL,7,REP,2018,56.7
"KRISHNAMOORTHI, S. RAJA",IL,8,DEM,2018,100
"DIGANVKER, JITENDRA JD",IL,8,REP,2018,100
"SCHAKOWSKY, JANICE D",IL,9,DEM,2018,100
"ELLESON, JOHN D",IL,9,REP,2018,40.5
"BENNETT, DOUGLAS R 1963",IL,10,REP,2018,35.6
"SCHNEIDER, BRADLEY SCOTT",IL,10,DEM,2018,100
"FOSTER, G. WILLIAM (BILL)",IL,11,DEM,2018,100
"STELLA, DOMINICK J. M.D.",IL,11,REP,2018,79.4
"BOST, MICHAEL",IL,12,REP,2018,83.5
"KELLY, BRENDAN",IL,12,DEM,2018,80.9
"DAVIS, RODNEY L",IL,13,REP,2018,100
"LONDRIGAN, BETSY DIRKSEN",IL,13,DEM,2018,45.7
"UNDERWOOD, LAUREN A",IL,14,DEM,2018,57.4
"HULTGREN, RANDY",IL,14,REP,2018,100
"GAITHER, KEVIN",IL,15,DEM,2018,62.1
"SHIMKUS, JOHN M",IL,15,REP,2018,100
"DADY, SARA",IL,16,DEM,2018,40.6
"KINZINGER, ADAM",IL,16,REP,2018,68
"FAWELL, WILLIAM W",IL,17,REP,2018,100
"BUSTOS, CHERI",IL,17,DEM,2018,100
"LAHOOD, DARIN MCKAY",IL,18,REP,2018,78.9
"RODRIGUEZ, JUNIUS",IL,18,DEM,2018,41.7
"VISCLOSKY, PETER J.",IN,1,DEM,2018,80.5
"LEYVA, MARK J",IN,1,REP,2018,27
"HALL, MEL",IN,2,DEM,2018,41.7
"WALORSKI SWIHART, JACKIE",IN,2,REP,2018,78.6
"TRITCH, COURTNEY",IN,3,DEM,2018,79.1
"BANKS, JAMES E",IN,3,REP,2018,100
"BAIRD, JAMES R PHD",IN,4,REP,2018,36.6
"BECK, TOBI",IN,4,DEM,2018,34.6
"BROOKS, SUSAN MRS.",IN,5,REP,2018,100
"THORNTON, DIERDRE",IN,5,DEM,2018,53
"PENCE, GREGORY J.",IN,6,REP,2018,65.3
"LAKE, JEANNINE LEE",IN,6,DEM,2018,38.3
"HARMON, WAYNE E",IN,7,REP,2018,28.8
"CARSON, ANDRE",IN,7,DEM,2018,87.9
"BUCSHON, LARRY D.",IN,8,REP,2018,59.7
"TANOOS, WILLIAM",IN,8,DEM,2018,100
"HOLLINGSWORTH, TREY",IN,9,REP,2018,77.7
"WATSON, LIZ",IN,9,DEM,2018,66.4
"LAPOLICE, ALAN",KS,1,DEM,2018,100
"MARSHALL, ROGER W",KS,1,REP,2018,78.7
"WATKINS, STEVE",KS,2,REP,2018,26.5
"DAVIS, PAUL T.",KS,2,DEM,2018,100
"NIERMANN, TOM",KS,3,DEM,2018,68.1
"DAVIDS, SHARICE",KS,3,DEM,2018,37.3
"THOMPSON, JAMES A MR.",KS,4,DEM,2018,65.3
"ESTES, RON",KS,4,REP,2018,81.4
"ESTES, RON M.",KS,4,REP,2018,81.4
"COMER, JAMES",KY,1,REP,2018,100
"WALKER, PAUL",KY,1,DEM,2018,74.6
"LINDERMAN, HANK",KY,2,DEM,2018,30
"GUTHRIE, S. BRETT HON.",KY,2,REP,2018,100
"YARMUTH, JOHN A",KY,3,DEM,2018,100
"GLISSON, VICKIE YATES BROWN",KY,3,REP,2018,49.1
"MASSIE, THOMAS H.",KY,4,REP,2018,100
"HALL, SETH BLANE 1962",KY,4,DEM,2018,40.8
"STEPP, KENNETH STEPHENSON",KY,5,DEM,2018,58.7
"ROGERS, HAROLD DALLAS",KY,5,REP,2018,84.2
"BARR, GARLAND ANDY",KY,6,REP,2018,83.8
"MCGRATH, AMY",KY,6,DEM,2018,48.7
"NEAL, RICHARD E MR.",MA,1,DEM,2018,70.8
"LOVVORN, TRACY LYN",MA,2,REP,2018,60.8
"MCGOVERN, JAMES P. MR.",MA,2,DEM,2018,100
"GREEN, RICK",MA,3,REP,2018,100
"TRAHAN, LORI",MA,3,DEM,2018,21.6
"KOH, DANIEL ARRIGG",MA,3,DEM,2018,21.6
"KENNEDY, JOSEPH P III",MA,4,DEM,2018,93.4
"HUGO, JOHN",MA,5,REP,2018,63.7
"CLARK, KATHERINE",MA,5,DEM,2018,100
"SCHNEIDER, JOSEPH",MA,6,REP,2018,100
"MOULTON, SETH",MA,6,DEM,2018,100
"PRESSLEY, AYANNA",MA,7,DEM,2018,58.6
"LYNCH, STEPHEN",MA,8,DEM,2018,71
"KEATING, WILLIAM RICHARD",MA,9,DEM,2018,85.5
"TEDESCHI, PETER D. MR.",MA,9,REP,2018,100
"HARRIS, ANDREW P",MD,1,REP,2018,85.8
"COLVIN, JESSE",MD,1,DEM,2018,38.2
"RUPPERSBERGER, C.A. DUTCH",MD,2,DEM,2018,78.2
"MATORY, LIZ",MD,2,REP,2018,42
"SARBANES, JOHN P. MR.",MD,3,DEM,2018,82.7
"ANTHONY, CHARLES",MD,3,REP,2018,43.5
"BROWN, ANTHONY",MD,4,DEM,2018,100
"HOYER, STENY",MD,5,DEM,2018,84.2
"DEVINE, WILLIAM A., III",MD,5,REP,2018,57.5
"HOEBER, AMIE",MD,6,REP,2018,68
"TRONE, DAVID",MD,6,DEM,2018,40.4
"PEARSON, MICHAEL TYRONE",MD,7,REP,2018,29.9
"DAVIS, RICHMOND",MD,7,REP,2018,31.3
"CUMMINGS, ELIJAH E",MD,7,DEM,2018,91.5
"RASKIN, JAMIE",MD,8,DEM,2018,90.5
"WALSH, JOHN",MD,8,REP,2018,45.1
"PINGREE, CHELLIE M",ME,1,DEM,2018,100
"HOLBROOK, MARK IRVING DR",ME,1,REP,2018,100
"ST. CLAIR, LUCAS",ME,2,DEM,2018,41.5
"GOLDEN, JARED",ME,2,DEM,2018,48.7
"POLIQUIN, BRUCE L",ME,2,REP,2018,100
"BERGMAN, JOHN",MI,1,REP,2018,100
"HUIZENGA, WILLIAM P",MI,2,REP,2018,100
"DAVIDSON, ROBERT MICHAEL DR",MI,2,DEM,2018,100
"ALBRO, CATHERINE",MI,3,DEM,2018,68.1
"AMASH, JUSTIN",MI,3,REP,2018,100
"HILLIARD, JEROME C",MI,4,DEM,2018,70.6
"MOOLENAAR, JOHN MR.",MI,4,REP,2018,100
"KILDEE, DANIEL T.",MI,5,DEM,2018,100
"WINES, TRAVIS RYAN",MI,5,REP,2018,100
"UPTON, FREDERICK STEPHEN",MI,6,REP,2018,100
"LONGJOHN, MATT",MI,6,DEM,2018,37
"WALBERG, TIMOTHY L REP",MI,7,REP,2018,100
"DRISKELL, GRETCHEN",MI,7,DEM,2018,85.2
"BISHOP, MIKE",MI,8,REP,2018,92.3
"SLOTKIN, ELISSA",MI,8,DEM,2018,70.7
"LEVIN, ANDY",MI,9,DEM,2018,52.5
"STEARNS, CANDIUS MRS.",MI,9,REP,2018,100
"MITCHELL, PAUL III",MI,10,REP,2018,100
"BIZON, KIMBERLY ANN",MI,10,DEM,2018,41.1
"STEVENS, HALEY",MI,11,DEM,2018,27
"EPSTEIN, LENA ROSE",MI,11,REP,2018,30.9
"JONES, JEFF",MI,12,REP,2018,100
"TLAIB, RASHIDA",MI,13,DEM,2018,31.2
"JONES, BRENDA",MI,13,DEM,2018,37.7
"LAWRENCE, BRENDA LULENAR",MI,14,DEM,2018,100
"HERSCHFUS, MARC S",MI,14,REP,2018,100
"HAGEDORN, JAMES",MN,1,REP,2018,60.1
"FEEHAN, DANIEL",MN,1,DFL,2018,83.1
"CRAIG, ANGELA DAWN",MN,2,DEM,2018,100
"LEWIS, JASON MARK MR.",MN,2,REP,2018,100
"PAULSEN, ERIK MR.",MN,3,REP,2018,100
"PHILLIPS, DEAN",MN,3,DFL,2018,81.6
"MCCOLLUM, BETTY",MN,4,DFL,2018,91
"RYAN, GREGORY",MN,4,REP,2018,100
"ZIELINSKI, JENNIFER L",MN,5,REP,2018,56.5
"OMAR, ILHAN",MN,5,DFL,2018,48.2
"EMMER, THOMAS EARL JR.",MN,6,REP,2018,76.6
"TODD, IAN ANDREW",MN,6,DFL,2018,100
"HUGHES, DAVID",MN,7,REP,2018,72.6
"PETERSON, COLLIN CLARK",MN,7,DEM,2018,100
"KENNEDY, KIRSTEN HAGEN",MN,8,DFL,2018,89.9
"RADINOVICH, JOSEPH",MN,8,DFL,2018,44.2
"CLAY, WILLIAM LACY JR",MO,1,DEM,2018,56.7
"WAGNER, ANN L.",MO,2,REP,2018,89.9
"VANOSTRAN, CORT",MO,2,DEM,2018,41.7
"GEPPERT, KATY",MO,3,DEM,2018,100
"LUETKEMEYER, W BLAINE",MO,3,REP,2018,79.9
"HOAGENSON, SUZANNE RENEE",MO,4,DEM,2018,51.9
